task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,prompt,prompt_chars,gen_tokens_target,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,prompt_tokens,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_cuda_event_ms,gen_tokens,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gpu_peak_mb,hf_load_ms
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,62,188,False,,1,e2e_kv,ok,,1766544687.4469762,17,8.1339000000753,8.011775970458984,141.4092999998502,141.3570556640625,64,,,,,149.5431999999255,149.36883163452148,81,541.6495032876143,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,63,189,False,,2,prefill,ok,,1766544687.5972512,17,2.7064000000791566,2.649087905883789,126.2877000001481,126.24896240234375,0,,,,,2.7064000000791566,2.649087905883789,17,6281.407034992161,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,63,190,False,,2,kv_decode,ok,,1766544687.5972512,17,2.7064000000791566,2.649087905883789,126.2877000001481,126.24896240234375,64,,,,,126.2877000001481,126.24896240234375,64,506.7793617266364,539.3515625,
15,medium,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,63,191,False,,2,e2e_kv,ok,,1766544687.5972512,17,2.7064000000791566,2.649087905883789,126.2877000001481,126.24896240234375,64,,,,,128.99410000022726,128.89805030822754,81,627.9356962826772,539.3515625,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,64,192,True,0,,prefill,ok,,1766544687.726842,1,2.8822000001582637,2.8056960105895996,123.2611000000361,123.1800308227539,0,,,,,2.8822000001582637,2.8056960105895996,1,346.9571854642597,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,64,193,True,0,,kv_decode,ok,,1766544687.726842,1,2.8822000001582637,2.8056960105895996,123.2611000000361,123.1800308227539,64,,,,,123.2611000000361,123.1800308227539,64,519.2230152090259,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,64,194,True,0,,e2e_kv,ok,,1766544687.726842,1,2.8822000001582637,2.8056960105895996,123.2611000000361,123.1800308227539,64,,,,,126.14330000019436,125.9857268333435,65,515.2869791728918,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,65,195,False,,0,prefill,ok,,1766544687.8537948,1,2.614900000025955,2.5384960174560547,117.53679999992528,117.47942352294922,0,,,,,2.614900000025955,2.5384960174560547,1,382.42380205364424,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,65,196,False,,0,kv_decode,ok,,1766544687.8537948,1,2.614900000025955,2.5384960174560547,117.53679999992528,117.47942352294922,64,,,,,117.53679999992528,117.47942352294922,64,544.5103150676272,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,65,197,False,,0,e2e_kv,ok,,1766544687.8537948,1,2.614900000025955,2.5384960174560547,117.53679999992528,117.47942352294922,64,,,,,120.15169999995123,120.01791954040527,65,540.9827742764054,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,66,198,False,,1,prefill,ok,,1766544687.9747167,1,2.6636000000053173,2.5917439460754395,246.00680000003194,245.93203735351562,0,,,,,2.6636000000053173,2.5917439460754395,1,375.4317465077353,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,66,199,False,,1,kv_decode,ok,,1766544687.9747167,1,2.6636000000053173,2.5917439460754395,246.00680000003194,245.93203735351562,64,,,,,246.00680000003194,245.93203735351562,64,260.15541033821705,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,66,200,False,,1,e2e_kv,ok,,1766544687.9747167,1,2.6636000000053173,2.5917439460754395,246.00680000003194,245.93203735351562,64,,,,,248.67040000003726,248.52378129959106,65,261.39017752008385,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,67,201,False,,2,prefill,ok,,1766544688.224071,1,2.6170000001002336,2.5630719661712646,198.33149999999478,198.28941345214844,0,,,,,2.6170000001002336,2.5630719661712646,1,382.1169277652652,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,67,202,False,,2,kv_decode,ok,,1766544688.224071,1,2.6170000001002336,2.5630719661712646,198.33149999999478,198.28941345214844,64,,,,,198.33149999999478,198.28941345214844,64,322.69205849802825,537.74755859375,
16,micro,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Hello,5,64,67,203,False,,2,e2e_kv,ok,,1766544688.224071,1,2.6170000001002336,2.5630719661712646,198.33149999999478,198.28941345214844,64,,,,,200.948500000095,200.8524854183197,65,323.465962671875,537.74755859375,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,68,204,True,0,,prefill,ok,,1766544688.4256935,9,36.374199999954726,,940.528200000017,,0,,,,,36.374199999954726,,9,247.42812213082905,,165.3500999998414
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,68,205,True,0,,kv_decode,ok,,1766544688.4256935,9,36.374199999954726,,940.528200000017,,64,,,,,940.528200000017,,64,68.04686983335411,,165.3500999998414
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,68,206,True,0,,e2e_kv,ok,,1766544688.4256935,9,36.374199999954726,,940.528200000017,,64,,,,,976.9023999999717,,73,74.72599105089937,,165.3500999998414
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,69,207,False,,0,prefill,ok,,1766544689.5686982,9,24.32819999989988,,970.9953999999925,,0,,,,,24.32819999989988,,9,369.9410560599238,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,69,208,False,,0,kv_decode,ok,,1766544689.5686982,9,24.32819999989988,,970.9953999999925,,64,,,,,970.9953999999925,,64,65.91174376315325,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,69,209,False,,0,e2e_kv,ok,,1766544689.5686982,9,24.32819999989988,,970.9953999999925,,64,,,,,995.3235999998924,,73,73.34298111690298,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,70,210,False,,1,prefill,ok,,1766544690.5650074,9,22.84860000008848,,972.6216999999906,,0,,,,,22.84860000008848,,9,393.89721908410786,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,70,211,False,,1,kv_decode,ok,,1766544690.5650074,9,22.84860000008848,,972.6216999999906,,64,,,,,972.6216999999906,,64,65.80153414220618,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,70,212,False,,1,e2e_kv,ok,,1766544690.5650074,9,22.84860000008848,,972.6216999999906,,64,,,,,995.4703000000791,,73,73.33217274286757,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,71,213,False,,2,prefill,ok,,1766544691.5613196,9,21.14480000000185,,988.4224999998423,,0,,,,,21.14480000000185,,9,425.63656312659435,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,71,214,False,,2,kv_decode,ok,,1766544691.5613196,9,21.14480000000185,,988.4224999998423,,64,,,,,988.4224999998423,,64,64.74963894489473,,
17,short,hf_cpu_fp32,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,71,215,False,,2,e2e_kv,ok,,1766544691.5613196,9,21.14480000000185,,988.4224999998423,,64,,,,,1009.5672999998442,,73,72.30820570358337,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,72,216,True,0,,prefill,ok,,1766544692.5714715,17,869.0326000000823,,2751.6657000001032,,0,,,,,869.0326000000823,,17,19.561981909537558,,365.5564000000595
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,72,217,True,0,,kv_decode,ok,,1766544692.5714715,17,869.0326000000823,,2751.6657000001032,,64,,,,,2751.6657000001032,,64,23.258639303458118,,365.5564000000595
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,72,218,True,0,,e2e_kv,ok,,1766544692.5714715,17,869.0326000000823,,2751.6657000001032,,64,,,,,3620.6983000001856,,81,22.371375157105977,,365.5564000000595
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,73,219,False,,0,prefill,ok,,1766544696.559027,17,49.57160000003569,,2141.2536000000273,,0,,,,,49.57160000003569,,17,342.93829531400564,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,73,220,False,,0,kv_decode,ok,,1766544696.559027,17,49.57160000003569,,2141.2536000000273,,64,,,,,2141.2536000000273,,64,29.88903322801147,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,73,221,False,,0,e2e_kv,ok,,1766544696.559027,17,49.57160000003569,,2141.2536000000273,,64,,,,,2190.825200000063,,81,36.97237004576982,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,74,222,False,,1,prefill,ok,,1766544698.7504828,17,46.97250000003805,,2235.938699999906,,0,,,,,46.97250000003805,,17,361.91388578394225,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,74,223,False,,1,kv_decode,ok,,1766544698.7504828,17,46.97250000003805,,2235.938699999906,,64,,,,,2235.938699999906,,64,28.623324959670267,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,74,224,False,,1,e2e_kv,ok,,1766544698.7504828,17,46.97250000003805,,2235.938699999906,,64,,,,,2282.911199999944,,81,35.48101213923782,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,75,225,False,,2,prefill,ok,,1766544701.0339236,17,49.87370000003466,,2151.8621999998686,,0,,,,,49.87370000003466,,17,340.8610149234604,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,75,226,False,,2,kv_decode,ok,,1766544701.0339236,17,49.87370000003466,,2151.8621999998686,,64,,,,,2151.8621999998686,,64,29.74168141436004,,
18,medium,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,75,227,False,,2,e2e_kv,ok,,1766544701.0339236,17,49.87370000003466,,2151.8621999998686,,64,,,,,2201.7358999999033,,81,36.78915350383466,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,76,228,True,0,,prefill,ok,,1766544703.236119,1,21.847700000080295,,1399.8904999998558,,0,,,,,21.847700000080295,,1,45.77140843184064,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,76,229,True,0,,kv_decode,ok,,1766544703.236119,1,21.847700000080295,,1399.8904999998558,,64,,,,,1399.8904999998558,,64,45.717861504172355,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,76,230,True,0,,e2e_kv,ok,,1766544703.236119,1,21.847700000080295,,1399.8904999998558,,64,,,,,1421.7381999999361,,65,45.71868435412576,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,77,231,False,,0,prefill,ok,,1766544704.6583447,1,20.709499999838954,,1431.4232000001539,,0,,,,,20.709499999838954,,1,48.287018035576736,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,77,232,False,,0,kv_decode,ok,,1766544704.6583447,1,20.709499999838954,,1431.4232000001539,,64,,,,,1431.4232000001539,,64,44.71074661916414,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,77,233,False,,0,e2e_kv,ok,,1766544704.6583447,1,20.709499999838954,,1431.4232000001539,,64,,,,,1452.1326999999928,,65,44.76174939108549,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,78,234,False,,1,prefill,ok,,1766544706.1108503,1,19.83329999984562,,1438.9846999999918,,0,,,,,19.83329999984562,,1,50.42025280754004,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,78,235,False,,1,kv_decode,ok,,1766544706.1108503,1,19.83329999984562,,1438.9846999999918,,64,,,,,1438.9846999999918,,64,44.475802974138894,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,78,236,False,,1,e2e_kv,ok,,1766544706.1108503,1,19.83329999984562,,1438.9846999999918,,64,,,,,1458.8179999998374,,65,44.55662049687298,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,79,237,False,,2,prefill,ok,,1766544707.5700967,1,20.62120000005052,,1423.3610999999655,,0,,,,,20.62120000005052,,1,48.49378309688816,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,79,238,False,,2,kv_decode,ok,,1766544707.5700967,1,20.62120000005052,,1423.3610999999655,,64,,,,,1423.3610999999655,,64,44.963994027939606,,
19,micro,hf_cpu_fp32,hf,models/gpt2-45m,hf,45.0,Hello,5,64,79,239,False,,2,e2e_kv,ok,,1766544707.5700967,1,20.62120000005052,,1423.3610999999655,,64,,,,,1443.982300000016,,65,45.014402184846226,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,80,240,True,0,,prefill,ok,,1766544709.0146835,9,49.17590000013661,,2664.1041999998833,,0,,,,,49.17590000013661,,9,183.01647758302337,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,80,241,True,0,,kv_decode,ok,,1766544709.0146835,9,49.17590000013661,,2664.1041999998833,,64,,,,,2664.1041999998833,,64,24.023084382361173,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,80,242,True,0,,e2e_kv,ok,,1766544709.0146835,9,49.17590000013661,,2664.1041999998833,,64,,,,,2713.28010000002,,73,26.904704752008264,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,81,243,False,,0,prefill,ok,,1766544711.7287786,9,46.90060000007179,,2543.7142999999196,,0,,,,,46.90060000007179,,9,191.89519963467896,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,81,244,False,,0,kv_decode,ok,,1766544711.7287786,9,46.90060000007179,,2543.7142999999196,,64,,,,,2543.7142999999196,,64,25.16005826597823,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,81,245,False,,0,e2e_kv,ok,,1766544711.7287786,9,46.90060000007179,,2543.7142999999196,,64,,,,,2590.6148999999914,,73,28.178638206705383,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,82,246,False,,1,prefill,ok,,1766544714.319962,9,46.87829999988935,,2382.9006999999365,,0,,,,,46.87829999988935,,9,191.98648415196888,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,82,247,False,,1,kv_decode,ok,,1766544714.319962,9,46.87829999988935,,2382.9006999999365,,64,,,,,2382.9006999999365,,64,26.85802224154859,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,82,248,False,,1,e2e_kv,ok,,1766544714.319962,9,46.87829999988935,,2382.9006999999365,,64,,,,,2429.778999999826,,73,30.043884649593743,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,83,249,False,,2,prefill,ok,,1766544716.750326,9,45.482300000003306,,2463.0408999998963,,0,,,,,45.482300000003306,,9,197.87917497574543,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,83,250,False,,2,kv_decode,ok,,1766544716.750326,9,45.482300000003306,,2463.0408999998963,,64,,,,,2463.0408999998963,,64,25.984140174043677,,
20,short,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Summarize RLHF in one sentence.,31,64,83,251,False,,2,e2e_kv,ok,,1766544716.750326,9,45.482300000003306,,2463.0408999998963,,64,,,,,2508.5231999998996,,73,29.100787267984177,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,84,252,True,0,,prefill,ok,,1766544719.259427,1,29.84040000001187,,2099.876600000016,,0,,,,,29.84040000001187,,1,33.51161512578928,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,84,253,True,0,,kv_decode,ok,,1766544719.259427,1,29.84040000001187,,2099.876600000016,,64,,,,,2099.876600000016,,64,30.477981420431806,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,84,254,True,0,,e2e_kv,ok,,1766544719.259427,1,29.84040000001187,,2099.876600000016,,64,,,,,2129.717000000028,,65,30.520486994281,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,85,255,False,,0,prefill,ok,,1766544721.3899267,1,36.75780000003215,,2470.8184000000983,,0,,,,,36.75780000003215,,1,27.20511020787766,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,85,256,False,,0,kv_decode,ok,,1766544721.3899267,1,36.75780000003215,,2470.8184000000983,,64,,,,,2470.8184000000983,,64,25.902348792609548,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,85,257,False,,0,e2e_kv,ok,,1766544721.3899267,1,36.75780000003215,,2470.8184000000983,,64,,,,,2507.5762000001305,,65,25.92144557760463,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,86,258,False,,1,prefill,ok,,1766544723.8981678,1,35.52839999997559,,2495.3656999998657,,0,,,,,35.52839999997559,,1,28.14649688701678,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,86,259,False,,1,kv_decode,ok,,1766544723.8981678,1,35.52839999997559,,2495.3656999998657,,64,,,,,2495.3656999998657,,64,25.647543364086253,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,86,260,False,,1,e2e_kv,ok,,1766544723.8981678,1,35.52839999997559,,2495.3656999998657,,64,,,,,2530.8940999998413,,65,25.68262338594257,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,87,261,False,,2,prefill,ok,,1766544726.42966,1,34.85870000008617,,2608.2331999998587,,0,,,,,34.85870000008617,,1,28.68724306980834,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,87,262,False,,2,kv_decode,ok,,1766544726.42966,1,34.85870000008617,,2608.2331999998587,,64,,,,,2608.2331999998587,,64,24.537683210229616,,
21,micro,hf_cpu_fp32,hf,models/gpt2-100m,hf,100.0,Hello,5,64,87,263,False,,2,e2e_kv,ok,,1766544726.42966,1,34.85870000008617,,2608.2331999998587,,64,,,,,2643.091899999945,,65,24.59241012391637,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,88,264,True,0,,prefill,ok,,1766544729.073318,17,37.33069999998406,,1022.7987999999186,,0,,,,,37.33069999998406,,17,455.3892640643561,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,88,265,True,0,,kv_decode,ok,,1766544729.073318,17,37.33069999998406,,1022.7987999999186,,64,,,,,1022.7987999999186,,64,62.57340153313153,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,88,266,True,0,,e2e_kv,ok,,1766544729.073318,17,37.33069999998406,,1022.7987999999186,,64,,,,,1060.1294999999027,,81,76.40575986236345,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,89,267,False,,0,prefill,ok,,1766544730.1344345,17,30.789400000003297,,1004.1166999999405,,0,,,,,30.789400000003297,,17,552.1380734927664,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,89,268,False,,0,kv_decode,ok,,1766544730.1344345,17,30.789400000003297,,1004.1166999999405,,64,,,,,1004.1166999999405,,64,63.737611375255284,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,89,269,False,,0,e2e_kv,ok,,1766544730.1344345,17,30.789400000003297,,1004.1166999999405,,64,,,,,1034.9060999999438,,81,78.26797039847808,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,90,270,False,,1,prefill,ok,,1766544731.1697989,17,30.15719999984867,,997.1277000001919,,0,,,,,30.15719999984867,,17,563.712811537056,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,90,271,False,,1,kv_decode,ok,,1766544731.1697989,17,30.15719999984867,,997.1277000001919,,64,,,,,997.1277000001919,,64,64.18435672781699,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,90,272,False,,1,e2e_kv,ok,,1766544731.1697989,17,30.15719999984867,,997.1277000001919,,64,,,,,1027.2849000000406,,81,78.84862320082462,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,91,273,False,,2,prefill,ok,,1766544732.1980329,17,29.771199999913733,,1002.5154999998449,,0,,,,,29.771199999913733,,17,571.021658517267,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,91,274,False,,2,kv_decode,ok,,1766544732.1980329,17,29.771199999913733,,1002.5154999998449,,64,,,,,1002.5154999998449,,64,63.83941195922647,,
22,medium,hf_cpu_fp32,hf,models/gpt2-5m,hf,5.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,91,275,False,,2,e2e_kv,ok,,1766544732.1980329,17,29.771199999913733,,1002.5154999998449,,64,,,,,1032.2866999997586,,81,78.46657328823372,,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,92,276,True,0,,prefill,ok,,1766544733.231137,9,7.377299999916431,6.82803201675415,243.37340000010954,243.2112579345703,0,,,,,7.377299999916431,6.82803201675415,9,1219.9585214240915,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,92,277,True,0,,kv_decode,ok,,1766544733.231137,9,7.377299999916431,6.82803201675415,243.37340000010954,243.2112579345703,64,,,,,243.37340000010954,243.2112579345703,64,262.9703985726098,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,92,278,True,0,,e2e_kv,ok,,1766544733.231137,9,7.377299999916431,6.82803201675415,243.37340000010954,243.2112579345703,64,,,,,250.75070000002597,250.03928995132446,73,291.12580742543264,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,93,279,False,,0,prefill,ok,,1766544733.483591,9,4.862400000092748,4.784128189086914,277.06800000009935,276.9725341796875,0,,,,,4.862400000092748,4.784128189086914,9,1850.937808454329,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,93,280,False,,0,kv_decode,ok,,1766544733.483591,9,4.862400000092748,4.784128189086914,277.06800000009935,276.9725341796875,64,,,,,277.06800000009935,276.9725341796875,64,230.99022622597,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,93,281,False,,0,e2e_kv,ok,,1766544733.483591,9,4.862400000092748,4.784128189086914,277.06800000009935,276.9725341796875,64,,,,,281.9304000001921,281.7566623687744,73,258.9291541456695,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,94,282,False,,1,prefill,ok,,1766544733.766374,9,4.541400000107387,4.472832202911377,284.6334000000752,284.5778503417969,0,,,,,4.541400000107387,4.472832202911377,9,1981.7677367743831,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,94,283,False,,1,kv_decode,ok,,1766544733.766374,9,4.541400000107387,4.472832202911377,284.6334000000752,284.5778503417969,64,,,,,284.6334000000752,284.5778503417969,64,224.85063242747722,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,94,284,False,,1,e2e_kv,ok,,1766544733.766374,9,4.541400000107387,4.472832202911377,284.6334000000752,284.5778503417969,64,,,,,289.1748000001826,289.05068254470825,73,252.4424673241026,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,95,285,False,,2,prefill,ok,,1766544734.056363,9,2.7595999999903142,2.6818559169769287,290.1578000000882,290.1114807128906,0,,,,,2.7595999999903142,2.6818559169769287,9,3261.3422235221005,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,95,286,False,,2,kv_decode,ok,,1766544734.056363,9,2.7595999999903142,2.6818559169769287,290.1578000000882,290.1114807128906,64,,,,,290.1578000000882,290.1114807128906,64,220.56963486758085,538.54931640625,
23,short,hf_gpu_fp16,hf,models/gpt2-25m,hf,25.0,Summarize RLHF in one sentence.,31,64,95,287,False,,2,e2e_kv,ok,,1766544734.056363,9,2.7595999999903142,2.6818559169769287,290.1578000000882,290.1114807128906,64,,,,,292.9174000000785,292.79333662986755,73,249.21701476245673,538.54931640625,
