task_idx,scenario,backend,backend_kind,model,model_kind,params_millions,params_millions_config,prompt,prompt_chars,gen_tokens_target,batch_size_config,call_idx,sample_idx,is_warmup,warmup_idx,rep,mode,status,error,started_at_unix,batch_size,seq_len,prompt_tokens_raw,prefill_ms,prefill_cuda_event_ms,kv_decode_ms,kv_decode_ms_equiv,kv_decode_ms_per_token,kv_decode_cuda_event_ms,gen_tokens_raw,gen_tokens_equiv,ollama_wall_ms,ollama_total_duration_ms,ollama_load_ms,ollama_done_reason,params_millions_measured,latency_ms,cuda_event_ms,tokens_total,tokens_per_s,gen_tokens,gpu_peak_mb,hf_load_ms
29,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,118,354,False,,1,prefill,ok,,1766553858.2188265,1,17,17,5.0526000013633166,5.006336212158203,286.73300000082236,,,286.70361328125,64,,,,,,96.08832,5.0526000013633166,5.006336212158203,17,3364.604361202743,0,633.97998046875,
29,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,118,355,False,,1,kv_decode,ok,,1766553858.2188265,1,17,17,5.0526000013633166,5.006336212158203,286.73300000082236,,,286.70361328125,64,,,,,,96.08832,286.73300000082236,286.70361328125,64,223.2041655470994,64,633.97998046875,
29,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,118,356,False,,1,e2e_kv,ok,,1766553858.2188265,1,17,17,5.0526000013633166,5.006336212158203,286.73300000082236,,,286.70361328125,64,,,,,,96.08832,291.7856000021857,291.7099494934082,81,277.6010879200113,64,633.97998046875,
29,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,119,357,False,,2,prefill,ok,,1766553858.5114293,1,17,17,4.987700000128825,4.936160087585449,261.6260999984661,,,261.6002502441406,64,,,,,,96.08832,4.987700000128825,4.936160087585449,17,3408.38462609237,0,633.97998046875,
29,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,119,358,False,,2,kv_decode,ok,,1766553858.5114293,1,17,17,4.987700000128825,4.936160087585449,261.6260999984661,,,261.6002502441406,64,,,,,,96.08832,261.6260999984661,261.6002502441406,64,244.62391175947366,64,633.97998046875,
29,medium,hf_gpu_fp16,hf,models/gpt2-100m,hf,96.088,96.088,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,119,359,False,,2,e2e_kv,ok,,1766553858.5114293,1,17,17,4.987700000128825,4.936160087585449,261.6260999984661,,,261.6002502441406,64,,,,,,96.08832,266.6137999985949,266.5364103317261,81,303.8102303797736,64,633.97998046875,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,120,360,True,0,,prefill,ok,,1766553858.7786942,1,,84,2228.1392,,1467.07,2470.854736842105,38.60710526315789,,38,64,16049.775999999838,15948.0496,12135.2847,stop,20900.0,2228.1392,,84,37.69961948517399,0,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,120,361,True,0,,kv_decode,ok,,1766553858.7786942,1,,84,2228.1392,,1467.07,2470.854736842105,38.60710526315789,,38,64,16049.775999999838,15948.0496,12135.2847,stop,20900.0,2470.854736842105,,64,25.90196786792723,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,120,362,True,0,,e2e_kv,ok,,1766553858.7786942,1,,84,2228.1392,,1467.07,2470.854736842105,38.60710526315789,,38,64,16049.775999999838,15948.0496,12135.2847,stop,20900.0,4698.9939368421055,,148,31.496103631804505,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,121,363,False,,0,prefill,ok,,1766553874.8291821,1,,84,47.8134,,1308.4239,2462.9155764705883,38.48305588235294,,34,64,1601.6169000013178,1580.5543,217.9424,stop,20900.0,47.8134,,84,1756.8296753629736,0,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,121,364,False,,0,kv_decode,ok,,1766553874.8291821,1,,84,47.8134,,1308.4239,2462.9155764705883,38.48305588235294,,34,64,1601.6169000013178,1580.5543,217.9424,stop,20900.0,2462.9155764705883,,64,25.985462356656736,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,121,365,False,,0,e2e_kv,ok,,1766553874.8291821,1,,84,47.8134,,1308.4239,2462.9155764705883,38.48305588235294,,34,64,1601.6169000013178,1580.5543,217.9424,stop,20900.0,2510.7289764705883,,148,58.947023508705556,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,122,366,False,,1,prefill,ok,,1766553876.431447,1,,84,48.1459,,1415.7254,2664.8948705882353,41.63898235294118,,34,64,1706.5332000001945,1684.4373,217.0835,stop,20900.0,48.1459,,84,1744.6968485374664,0,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,122,367,False,,1,kv_decode,ok,,1766553876.431447,1,,84,48.1459,,1415.7254,2664.8948705882353,41.63898235294118,,34,64,1706.5332000001945,1684.4373,217.0835,stop,20900.0,2664.8948705882353,,64,24.01595676675717,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,122,368,False,,1,e2e_kv,ok,,1766553876.431447,1,,84,48.1459,,1415.7254,2664.8948705882353,41.63898235294118,,34,64,1706.5332000001945,1684.4373,217.0835,stop,20900.0,2713.0407705882353,,148,54.551336494626646,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,123,369,False,,2,prefill,ok,,1766553878.1381683,1,,84,54.0194,,1511.7629,2845.6713411764704,44.46361470588235,,34,64,1819.708900000478,1793.959,224.3706,stop,20900.0,54.0194,,84,1554.996908518051,0,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,123,370,False,,2,kv_decode,ok,,1766553878.1381683,1,,84,54.0194,,1511.7629,2845.6713411764704,44.46361470588235,,34,64,1819.708900000478,1793.959,224.3706,stop,20900.0,2845.6713411764704,,64,22.490299239384697,64,,
30,micro,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Hello,5,64,1,123,371,False,,2,e2e_kv,ok,,1766553878.1381683,1,,84,54.0194,,1511.7629,2845.6713411764704,44.46361470588235,,34,64,1819.708900000478,1793.959,224.3706,stop,20900.0,2899.6907411764705,,148,51.039925705992026,64,,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,124,372,True,0,,prefill,ok,,1766553879.958301,1,9,9,10.33619999907387,10.21782398223877,380.7937999990827,,,380.0924072265625,64,,,,,,74.824704,10.33619999907387,10.21782398223877,9,870.7261857168404,0,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,124,373,True,0,,kv_decode,ok,,1766553879.958301,1,9,9,10.33619999907387,10.21782398223877,380.7937999990827,,,380.0924072265625,64,,,,,,74.824704,380.7937999990827,380.0924072265625,64,168.06996332438757,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,124,374,True,0,,e2e_kv,ok,,1766553879.958301,1,9,9,10.33619999907387,10.21782398223877,380.7937999990827,,,380.0924072265625,64,,,,,,74.824704,391.12999999815656,390.31023120880127,73,186.63871347210406,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,125,375,False,,0,prefill,ok,,1766553880.3545094,1,9,9,8.002300000953255,7.9358720779418945,391.9616000002861,,,391.9032287597656,64,,,,,,74.824704,8.002300000953255,7.9358720779418945,9,1124.6766553275804,0,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,125,376,False,,0,kv_decode,ok,,1766553880.3545094,1,9,9,8.002300000953255,7.9358720779418945,391.9616000002861,,,391.9032287597656,64,,,,,,74.824704,391.9616000002861,391.9032287597656,64,163.28130102528738,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,125,377,False,,0,e2e_kv,ok,,1766553880.3545094,1,9,9,8.002300000953255,7.9358720779418945,391.9616000002861,,,391.9032287597656,64,,,,,,74.824704,399.9639000012394,399.8391008377075,73,182.5164721110425,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,126,378,False,,1,prefill,ok,,1766553880.7559335,1,9,9,6.341800000882358,6.2600321769714355,381.2778999999864,,,381.2341613769531,64,,,,,,74.824704,6.341800000882358,6.2600321769714355,9,1419.1554446289376,0,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,126,379,False,,1,kv_decode,ok,,1766553880.7559335,1,9,9,6.341800000882358,6.2600321769714355,381.2778999999864,,,381.2341613769531,64,,,,,,74.824704,381.2778999999864,381.2341613769531,64,167.85656866029288,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,126,380,False,,1,e2e_kv,ok,,1766553880.7559335,1,9,9,6.341800000882358,6.2600321769714355,381.2778999999864,,,381.2341613769531,64,,,,,,74.824704,387.61970000086876,387.49419355392456,73,188.32892136244982,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,127,381,False,,2,prefill,ok,,1766553881.1447525,1,9,9,6.702200000290759,6.638144016265869,378.40760000108276,,,378.3669738769531,64,,,,,,74.824704,6.702200000290759,6.638144016265869,9,1342.842648624266,0,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,127,382,False,,2,kv_decode,ok,,1766553881.1447525,1,9,9,6.702200000290759,6.638144016265869,378.40760000108276,,,378.3669738769531,64,,,,,,74.824704,378.40760000108276,378.3669738769531,64,169.12979548988147,64,632.3837890625,
31,short,hf_gpu_fp16,hf,models/gpt2-75m,hf,74.825,74.825,Summarize RLHF in one sentence.,31,64,1,127,383,False,,2,e2e_kv,ok,,1766553881.1447525,1,9,9,6.702200000290759,6.638144016265869,378.40760000108276,,,378.3669738769531,64,,,,,,74.824704,385.1098000013735,385.005117893219,73,189.55632912935386,64,632.3837890625,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,128,384,True,0,,prefill,ok,,1766553881.5307913,1,17,17,521.4259000003949,,1132.9650999996375,,,,64,,,,,,74.824704,521.4259000003949,,17,32.602906760072955,0,,178.63460000080522
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,128,385,True,0,,kv_decode,ok,,1766553881.5307913,1,17,17,521.4259000003949,,1132.9650999996375,,,,64,,,,,,74.824704,1132.9650999996375,,64,56.48894215719485,64,,178.63460000080522
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,128,386,True,0,,e2e_kv,ok,,1766553881.5307913,1,17,17,521.4259000003949,,1132.9650999996375,,,,64,,,,,,74.824704,1654.3910000000324,,81,48.960614510111824,64,,178.63460000080522
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,129,387,False,,0,prefill,ok,,1766553883.364921,1,17,17,24.416700000074343,,1045.9480000008625,,,,64,,,,,,74.824704,24.416700000074343,,17,696.2447832814524,0,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,129,388,False,,0,kv_decode,ok,,1766553883.364921,1,17,17,24.416700000074343,,1045.9480000008625,,,,64,,,,,,74.824704,1045.9480000008625,,64,61.1885103274228,64,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,129,389,False,,0,e2e_kv,ok,,1766553883.364921,1,17,17,24.416700000074343,,1045.9480000008625,,,,64,,,,,,74.824704,1070.3647000009369,,81,75.67514137931595,64,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,130,390,False,,1,prefill,ok,,1766553884.4359837,1,17,17,26.485200000024633,,1039.818600000217,,,,64,,,,,,74.824704,26.485200000024633,,17,641.8679111346786,0,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,130,391,False,,1,kv_decode,ok,,1766553884.4359837,1,17,17,26.485200000024633,,1039.818600000217,,,,64,,,,,,74.824704,1039.818600000217,,64,61.54919713879579,64,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,130,392,False,,1,e2e_kv,ok,,1766553884.4359837,1,17,17,26.485200000024633,,1039.818600000217,,,,64,,,,,,74.824704,1066.3038000002416,,81,75.96334177931435,64,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,131,393,False,,2,prefill,ok,,1766553885.5029376,1,17,17,25.330100001156097,,1056.4671000011003,,,,64,,,,,,74.824704,25.330100001156097,,17,671.1382899879629,0,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,131,394,False,,2,kv_decode,ok,,1766553885.5029376,1,17,17,25.330100001156097,,1056.4671000011003,,,,64,,,,,,74.824704,1056.4671000011003,,64,60.57926460741971,64,,
32,medium,hf_cpu_fp32,hf,models/gpt2-75m,hf,74.825,74.825,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,131,395,False,,2,e2e_kv,ok,,1766553885.5029376,1,17,17,25.330100001156097,,1056.4671000011003,,,,64,,,,,,74.824704,1081.7972000022564,,81,74.87540178494736,64,,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,132,396,True,0,,prefill,ok,,1766553886.5856023,1,9,9,12.74320000084117,12.631135940551758,427.9640000004292,,,427.8425598144531,64,,,,,,51.475968,12.74320000084117,12.631135940551758,9,706.2590243742479,0,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,132,397,True,0,,kv_decode,ok,,1766553886.5856023,1,9,9,12.74320000084117,12.631135940551758,427.9640000004292,,,427.8425598144531,64,,,,,,51.475968,427.9640000004292,427.8425598144531,64,149.54528885592202,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,132,398,True,0,,e2e_kv,ok,,1766553886.5856023,1,9,9,12.74320000084117,12.631135940551758,427.9640000004292,,,427.8425598144531,64,,,,,,51.475968,440.7072000012704,440.4736957550049,73,165.64285766102657,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,133,399,False,,0,prefill,ok,,1766553887.030611,1,9,9,4.445000000487198,4.409599781036377,269.4028000005346,,,269.3785705566406,64,,,,,,51.475968,4.445000000487198,4.409599781036377,9,2024.7469064147463,0,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,133,400,False,,0,kv_decode,ok,,1766553887.030611,1,9,9,4.445000000487198,4.409599781036377,269.4028000005346,,,269.3785705566406,64,,,,,,51.475968,269.4028000005346,269.3785705566406,64,237.56249007015887,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,133,401,False,,0,e2e_kv,ok,,1766553887.030611,1,9,9,4.445000000487198,4.409599781036377,269.4028000005346,,,269.3785705566406,64,,,,,,51.475968,273.8478000010218,273.788170337677,73,266.57143128309815,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,134,402,False,,1,prefill,ok,,1766553887.305097,1,9,9,4.629400000339956,4.592832088470459,259.7946000005322,,,259.7652587890625,64,,,,,,51.475968,4.629400000339956,4.592832088470459,9,1944.0964270400252,0,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,134,403,False,,1,kv_decode,ok,,1766553887.305097,1,9,9,4.629400000339956,4.592832088470459,259.7946000005322,,,259.7652587890625,64,,,,,,51.475968,259.7946000005322,259.7652587890625,64,246.3484614378778,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,134,404,False,,1,e2e_kv,ok,,1766553887.305097,1,9,9,4.629400000339956,4.592832088470459,259.7946000005322,,,259.7652587890625,64,,,,,,51.475968,264.4240000008722,264.35809087753296,73,276.0717635303876,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,135,405,False,,2,prefill,ok,,1766553887.570135,1,9,9,5.113799999890034,5.057600021362305,266.0378000000492,,,265.97784423828125,64,,,,,,51.475968,5.113799999890034,5.057600021362305,9,1759.9436818400277,0,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,135,406,False,,2,kv_decode,ok,,1766553887.570135,1,9,9,5.113799999890034,5.057600021362305,266.0378000000492,,,265.97784423828125,64,,,,,,51.475968,266.0378000000492,265.97784423828125,64,240.5673178773399,64,632.44970703125,
33,short,hf_gpu_fp16,hf,models/gpt2-50m,hf,51.476,51.476,Summarize RLHF in one sentence.,31,64,1,135,407,False,,2,e2e_kv,ok,,1766553887.570135,1,9,9,5.113799999890034,5.057600021362305,266.0378000000492,,,265.97784423828125,64,,,,,,51.475968,271.1515999999392,271.03544425964355,73,269.2220883078557,64,632.44970703125,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,136,408,True,0,,prefill,ok,,1766553887.842162,1,1,1,20.670500000051106,,177.95189999924332,,,,64,,,,,,0.102714,20.670500000051106,,1,48.378123412473215,0,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,136,409,True,0,,kv_decode,ok,,1766553887.842162,1,1,1,20.670500000051106,,177.95189999924332,,,,64,,,,,,0.102714,177.95189999924332,,64,359.64774751082814,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,136,410,True,0,,e2e_kv,ok,,1766553887.842162,1,1,1,20.670500000051106,,177.95189999924332,,,,64,,,,,,0.102714,198.62239999929443,,65,327.25412642396276,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,137,411,False,,0,prefill,ok,,1766553888.042086,1,1,1,2.1980000001349254,,178.8352000003215,,,,64,,,,,,0.102714,2.1980000001349254,,1,454.9590536572404,0,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,137,412,False,,0,kv_decode,ok,,1766553888.042086,1,1,1,2.1980000001349254,,178.8352000003215,,,,64,,,,,,0.102714,178.8352000003215,,64,357.87138102501603,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,137,413,False,,0,e2e_kv,ok,,1766553888.042086,1,1,1,2.1980000001349254,,178.8352000003215,,,,64,,,,,,0.102714,181.03320000045642,,65,359.05016317358434,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,138,414,False,,1,prefill,ok,,1766553888.2235854,1,1,1,2.158600000257138,,187.05770000087796,,,,64,,,,,,0.102714,2.158600000257138,,1,463.26322610992185,0,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,138,415,False,,1,kv_decode,ok,,1766553888.2235854,1,1,1,2.158600000257138,,187.05770000087796,,,,64,,,,,,0.102714,187.05770000087796,,64,342.14041977261354,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,138,416,False,,1,e2e_kv,ok,,1766553888.2235854,1,1,1,2.158600000257138,,187.05770000087796,,,,64,,,,,,0.102714,189.2163000011351,,65,343.52220183784414,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,139,417,False,,2,prefill,ok,,1766553888.4132462,1,1,1,2.564399999755551,,180.45359999996435,,,,64,,,,,,0.102714,2.564399999755551,,1,389.9547652844034,0,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,139,418,False,,2,kv_decode,ok,,1766553888.4132462,1,1,1,2.564399999755551,,180.45359999996435,,,,64,,,,,,0.102714,180.45359999996435,,64,354.6618077999699,64,,
34,micro,hf_cpu_fp32,hf,models/tiny-gpt2,hf,0.103,0.103,Hello,5,64,1,139,419,False,,2,e2e_kv,ok,,1766553888.4132462,1,1,1,2.564399999755551,,180.45359999996435,,,,64,,,,,,0.102714,183.0179999997199,,65,355.1563234222835,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,140,420,True,0,,prefill,ok,,1766553888.5967362,1,,99,305.1911,,2623.2135,2623.2135,40.9877109375,,64,64,3191.608699999051,3188.8542,243.7476,length,20900.0,305.1911,,99,324.38691691861266,0,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,140,421,True,0,,kv_decode,ok,,1766553888.5967362,1,,99,305.1911,,2623.2135,2623.2135,40.9877109375,,64,64,3191.608699999051,3188.8542,243.7476,length,20900.0,2623.2135,,64,24.397556660942772,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,140,422,True,0,,e2e_kv,ok,,1766553888.5967362,1,,99,305.1911,,2623.2135,2623.2135,40.9877109375,,64,64,3191.608699999051,3188.8542,243.7476,length,20900.0,2928.4046,,163,55.6617074020441,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,141,423,False,,0,prefill,ok,,1766553891.7885754,1,,99,48.7666,,2898.6608,2898.6608,45.291575,,64,64,3236.3400000012916,3233.4021,269.4159,length,20900.0,48.7666,,99,2030.077963196122,0,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,141,424,False,,0,kv_decode,ok,,1766553891.7885754,1,,99,48.7666,,2898.6608,2898.6608,45.291575,,64,64,3236.3400000012916,3233.4021,269.4159,length,20900.0,2898.6608,,64,22.07916152176205,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,141,425,False,,0,e2e_kv,ok,,1766553891.7885754,1,,99,48.7666,,2898.6608,2898.6608,45.291575,,64,64,3236.3400000012916,3233.4021,269.4159,length,20900.0,2947.4274,,163,55.30246478674928,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,142,426,False,,1,prefill,ok,,1766553895.0252466,1,,99,53.6637,,3147.1232,3147.1232,49.1738,,64,64,3440.34659999852,3436.7203,222.8294,length,20900.0,53.6637,,99,1844.8224777642988,0,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,142,427,False,,1,kv_decode,ok,,1766553895.0252466,1,,99,53.6637,,3147.1232,3147.1232,49.1738,,64,64,3440.34659999852,3436.7203,222.8294,length,20900.0,3147.1232,,64,20.33603260272747,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,142,428,False,,1,e2e_kv,ok,,1766553895.0252466,1,,99,53.6637,,3147.1232,3147.1232,49.1738,,64,64,3440.34659999852,3436.7203,222.8294,length,20900.0,3200.7869,,163,50.924977229818076,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,143,429,False,,2,prefill,ok,,1766553898.4658227,1,,99,55.7952,,3110.6182,3110.6182,48.603409375,,64,64,3428.8708999993105,3401.696,226.5253,length,20900.0,55.7952,,99,1774.3461803165862,0,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,143,430,False,,2,kv_decode,ok,,1766553898.4658227,1,,99,55.7952,,3110.6182,3110.6182,48.603409375,,64,64,3428.8708999993105,3401.696,226.5253,length,20900.0,3110.6182,,64,20.574688336871432,64,,
35,medium,ollama,ollama,gpt-oss-20b:latest,ollama,20900.0,20900.0,Explain how backpressure works in an inference service and when to enable queueing.,83,64,1,143,431,False,,2,e2e_kv,ok,,1766553898.4658227,1,,99,55.7952,,3110.6182,3110.6182,48.603409375,,64,64,3428.8708999993105,3401.696,226.5253,length,20900.0,3166.4134,,163,51.477801350891205,64,,
36,short,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Summarize RLHF in one sentence.,31,64,1,144,432,True,0,,prefill,ok,,1766553901.8949084,1,9,9,73.99860000077751,73.90278625488281,251.05729999995674,,,251.01107788085938,64,,,,,,0.102714,73.99860000077751,73.90278625488281,9,121.62392261347425,0,631.30419921875,
36,short,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Summarize RLHF in one sentence.,31,64,1,144,433,True,0,,kv_decode,ok,,1766553901.8949084,1,9,9,73.99860000077751,73.90278625488281,251.05729999995674,,,251.01107788085938,64,,,,,,0.102714,251.05729999995674,251.01107788085938,64,254.92188436668056,64,631.30419921875,
36,short,hf_gpu_fp16,hf,models/tiny-gpt2,hf,0.103,0.103,Summarize RLHF in one sentence.,31,64,1,144,434,True,0,,e2e_kv,ok,,1766553901.8949084,1,9,9,73.99860000077751,73.90278625488281,251.05729999995674,,,251.01107788085938,64,,,,,,0.102714,325.05590000073425,324.9138641357422,73,224.57675741260226,64,631.30419921875,
